등록구분,진행상태,ECN No.,프로젝트,긴급도,중요도,등록일,요청 파트(부서),완료예정일,조치완료일,대책파트/협력사
C4,반려,CH000000313,P1,상,Medium,2018-04-27,D102,2018-04-30,2018-04-28,D19
C4,완료,CH000000314,P1,상,Medium,2018-04-27,D102,2018-05-03,2018-04-29,D19
C4,완료,CH000000315,P1,상,Medium,2018-04-27,D102,2018-05-06,2018-05-04,D40
C4,등록취소,CH000000316,P1,상,Medium,2018-04-27,D102,2018-04-27,2018-04-29,D19
C4,완료,CH000000317,P1,상,Medium,2018-04-27,D102,2018-04-30,2018-04-30,D41
C4,완료,CH000000318,P1,상,Medium,2018-04-27,D102,2018-04-30,2018-04-30,D40
C4,완료,CH000000319,P1,상,Medium,2018-04-27,D102,2018-05-07,2018-04-28,D91
C4,등록취소,CH000000320,P1,상,Medium,2018-04-27,D102,,,D91
C4,반려,CH000000321,P1,상,Medium,2018-04-27,D102,2018-04-29,2018-04-29,D23
C4,등록취소,CH000000322,P1,상,Medium,2018-04-27,D102,,,D24
C4,등록취소,CH000000323,P1,상,Medium,2018-04-27,D102,2018-04-30,2018-04-30,D40
C4,완료,CH000000324,P1,상,Medium,2018-04-27,D102,2018-05-04,2018-04-29,D19
C4,등록취소,CH000000325,P1,상,Medium,2018-04-27,D102,,,D24
C4,등록취소,CH000000326,P1,상,Medium,2018-04-27,D102,2018-05-07,2018-04-28,D91
C4,반려,CH000000327,P1,상,Medium,2018-04-27,D102,2018-04-29,2018-04-29,D23
C4,완료,CH000000328,P1,상,Medium,2018-04-27,D102,2018-04-28,2018-04-28,D24
C4,등록취소,CH000000329,P1,상,Medium,2018-04-27,D102,,,D17
C4,완료,CH000000330,P1,상,Medium,2018-04-27,D102,2018-04-30,2018-04-28,D19
C4,등록취소,CH000000331,P1,상,Medium,2018-04-27,D102,2018-05-03,2018-04-29,D19
C4,등록취소,CH000000332,P1,상,Medium,2018-04-27,D102,,,D24
C4,완료,CH000000333,P1,상,Medium,2018-04-27,D102,2018-05-07,2018-04-30,D91
C6,등록취소,CH000000334,P1,상,Medium,2018-04-27,D102,2018-04-28,2018-04-28,D19
C7,완료,CH000000335,P1,상,Medium,2018-04-27,D102,2018-04-27,2018-04-27,D19
C8,완료,CH000000336,P1,중,Medium,2018-04-27,D21,2018-04-28,2018-04-28,D41
C4,등록취소,CH000000337,P1,상,Medium,2018-04-26,D102,2018-04-28,2018-04-28,D91
C4,완료,CH000000338,P1,상,Medium,2018-04-26,D102,2018-04-28,2018-04-26,D19
C6,완료,CH000000339,P1,상,Medium,2018-04-26,D102,2018-05-07,2018-04-30,D91
C6,완료,CH000000340,P1,상,Medium,2018-04-26,D102,2018-05-07,2018-04-30,D91
C6,완료,CH000000341,P1,상,Medium,2018-04-26,D102,2018-04-26,2018-04-26,D23
C6,완료,CH000000342,P1,상,Medium,2018-04-26,D6,2018-04-28,2018-04-28,D24
C4,등록취소,CH000000343,P1,상,Medium,2018-04-26,D102,,,D19
C2,완료,CH000000344,P1,상,Medium,2018-04-23,D41,2018-04-23,2018-04-23,D41
C6,완료,CH000000345,P1,상,Medium,2018-04-21,D6,2018-05-14,2018-04-27,D19
C7,완료,CH000000346,P1,상,Medium,2018-04-21,D102,2018-04-26,2018-04-26,D91
C5,완료,CH000000348,P1,하,Low,2018-04-21,D19,2018-04-21,2018-04-21,D19
C4,완료,CH000000349,P1,상,Medium,2018-04-20,D102,2018-04-22,2018-04-26,D91
C6,완료,CH000000350,P1,상,Medium,2018-04-20,D102,2018-04-20,2018-04-20,D91
C4,등록취소,CH000000351,P1,상,Medium,2018-04-20,D102,,,D19
C6,등록취소,CH000000352,P1,상,Medium,2018-04-20,D102,2018-04-29,2018-04-22,D23
C5,완료,CH000000354,P1,하,Low,2018-04-20,D19,2018-04-21,2018-04-21,D19
C2,완료,CH000000355,P1,상,Medium,2018-04-19,D59,2018-04-19,2018-04-19,D59
C2,완료,CH000000356,P1,상,Medium,2018-04-19,D24,2018-04-19,2018-04-19,D24
C6,등록취소,CH000000357,P1,상,Medium,2018-04-19,D102,,,D91
C6,완료,CH000000358,P1,상,Medium,2018-04-19,D102,2018-04-21,2018-04-21,D24
C6,완료,CH000000359,P1,상,Medium,2018-04-19,D102,2018-04-27,2018-04-20,D23
C6,반려,CH000000360,P1,상,Medium,2018-04-19,D6,2018-04-21,2018-04-21,D91
C6,등록취소,CH000000361,P1,상,Medium,2018-04-19,D102,,,D23
C6,완료,CH000000362,P1,상,Medium,2018-04-19,D102,2018-04-23,2018-04-26,D91
C6,완료,CH000000363,P1,상,Medium,2018-04-19,D6,2018-04-20,2018-04-20,D91
C6,완료,CH000000364,P1,상,Medium,2018-04-19,D102,2018-04-19,2018-04-19,D23
C4,등록취소,CH000000365,P1,상,Medium,2018-04-19,D102,,,D19
C6,완료,CH000000366,P1,상,Medium,2018-04-19,D102,2018-04-19,2018-04-19,D40
C6,등록취소,CH000000367,P1,상,Medium,2018-04-17,D102,2018-04-20,2018-04-19,D40
C7,완료,CH000000368,P1,상,Medium,2018-04-17,D102,2018-04-19,2018-04-19,D91
C7,반려,CH000000369,P1,상,Medium,2018-04-17,D102,2018-04-26,2018-04-27,D19
C2,완료,CH000000370,P1,상,Medium,2018-04-16,D91,2018-04-16,2018-04-16,D91
C2,완료,CH000000371,P1,상,Medium,2018-04-16,D91,2018-04-16,2018-04-16,D91
C6,완료,CH000000372,P1,상,Medium,2018-04-16,D6,2018-04-20,2018-04-20,D24
C6,완료,CH000000373,P1,상,Medium,2018-04-16,D102,2018-04-20,2018-04-20,D91
C6,등록취소,CH000000374,P1,상,Medium,2018-04-16,D102,2018-04-19,2018-04-19,D91
C6,등록취소,CH000000375,P1,상,Medium,2018-04-16,D6,2018-04-19,2018-04-19,D24
C7,완료,CH000000376,P1,상,Medium,2018-04-16,D102,2018-04-19,2018-04-19,D24
C6,등록취소,CH000000377,P1,상,Medium,2018-04-16,D102,,,D23
C6,완료,CH000000378,P1,상,Medium,2018-04-16,D102,2018-04-30,2018-04-19,D23
C6,완료,CH000000379,P1,상,Medium,2018-04-16,D102,2018-04-20,2018-04-19,D41
C7,완료,CH000000380,P1,상,Medium,2018-04-16,D102,2018-04-26,2018-04-26,D19
C2,완료,CH000000382,P1,상,Medium,2018-04-15,D91,2018-04-15,2018-04-15,D91
C2,완료,CH000000383,P1,상,Medium,2018-04-15,D91,2018-04-15,2018-04-15,D91
C4,등록취소,CH000000384,P1,상,Medium,2018-04-15,D102,2018-04-19,2018-04-19,D91
C6,등록취소,CH000000385,P1,상,Medium,2018-04-15,D102,2018-04-19,2018-04-19,D91
C6,완료,CH000000386,P1,상,Medium,2018-04-15,D102,2018-04-21,2018-04-21,D41
C7,완료,CH000000387,P1,상,Medium,2018-04-15,D102,2018-04-21,2018-04-21,D41
C6,반려,CH000000388,P1,상,Medium,2018-04-15,D102,2018-04-19,2018-04-19,D40
C6,등록취소,CH000000389,P1,상,Medium,2018-04-15,D102,,,D41
C4,등록취소,CH000000390,P1,상,Medium,2018-04-15,D102,2018-04-16,2018-04-16,D19
C7,완료,CH000000391,P1,상,Medium,2018-04-15,D102,2018-04-23,2018-04-16,D91
C7,완료,CH000000392,P1,상,Medium,2018-04-15,D102,2018-04-16,2018-04-16,D24
C7,완료,CH000000393,P1,상,Medium,2018-04-15,D102,2018-04-15,2018-04-15,D41
C7,등록취소,CH000000394,P1,상,Medium,2018-04-14,D102,,,D41
C7,완료,CH000000395,P1,상,Medium,2018-04-14,D102,2018-04-15,2018-04-15,D24
C7,등록취소,CH000000396,P1,상,Medium,2018-04-14,D102,,,D91
C7,완료,CH000000397,P1,상,Medium,2018-04-14,D102,2018-04-19,2018-04-20,D91
C6,완료,CH000000398,P1,상,Medium,2018-04-14,D6,2018-04-16,2018-04-16,D91
C6,등록취소,CH000000399,P1,상,Medium,2018-04-14,D102,2018-04-14,2018-04-14,D21
C7,등록취소,CH000000400,P1,상,Medium,2018-04-14,D102,2018-04-16,2018-04-16,D91
C7,완료,CH000000401,P1,상,Medium,2018-04-14,D102,2018-04-21,2018-04-21,D41
C6,등록취소,CH000000402,P1,상,Medium,2018-04-14,D102,,,D91
C7,등록취소,CH000000403,P1,상,Medium,2018-04-14,D102,,,D91
C7,등록취소,CH000000404,P1,상,Medium,2018-04-14,D102,,,D19
C6,완료,CH000000405,P1,상,Medium,2018-04-14,D102,2018-04-15,2018-04-15,D40
C7,완료,CH000000406,P1,상,Medium,2018-04-14,D102,2018-04-16,2018-04-19,D23
C4,등록취소,CH000000407,P1,상,Medium,2018-04-14,D102,2018-04-15,2018-04-15,D91
C7,등록취소,CH000000408,P1,상,Medium,2018-04-14,D102,2018-04-14,2018-04-14,D91
C4,완료,CH000000409,P1,상,Medium,2018-04-14,D102,2018-04-15,2018-04-15,D91
C6,등록취소,CH000000410,P1,상,Medium,2018-04-14,D102,,,D91
C7,완료,CH000000411,P1,상,Medium,2018-04-14,D102,2018-04-15,2018-04-15,D91
C7,등록취소,CH000000412,P1,상,Medium,2018-04-14,D102,2018-04-14,2018-04-14,D91
C2,완료,CH000000413,P1,상,Medium,2018-04-13,D91,2018-04-13,2018-04-13,D91
C6,완료,CH000000414,P1,상,Medium,2018-04-13,D6,2018-04-14,2018-04-14,D24
C7,등록취소,CH000000415,P1,상,Medium,2018-04-13,D102,,,D19
C7,완료,CH000000416,P1,상,Medium,2018-04-13,D102,2018-04-15,2018-04-16,D24
C7,완료,CH000000417,P1,상,Medium,2018-04-13,D102,2018-04-14,2018-04-14,D19
C6,완료,CH000000418,P1,상,Medium,2018-04-13,D102,2018-04-20,2018-04-20,D19
C6,완료,CH000000419,P1,상,Medium,2018-04-13,D102,2018-04-13,2018-04-14,D91
C6,완료,CH000000420,P1,상,Medium,2018-04-13,D102,2018-04-23,2018-04-19,D19
C6,완료,CH000000421,P1,상,Medium,2018-04-13,D102,2018-04-14,2018-04-14,D91
C6,완료,CH000000422,P1,상,Medium,2018-04-13,D102,2018-04-13,2018-04-14,D91
C6,완료,CH000000423,P1,상,Medium,2018-04-13,D102,2018-04-15,2018-04-15,D19
C6,완료,CH000000424,P1,상,Medium,2018-04-13,D6,2018-04-14,2018-04-13,D91
C6,완료,CH000000425,P1,상,Medium,2018-04-13,D6,2018-04-13,2018-04-13,D24
C8,완료,CH000000426,P1,하,Low,2018-04-13,D21,2018-04-14,2018-04-15,D41
C2,완료,CH000000427,P1,상,Medium,2018-04-12,D41,2018-04-12,2018-04-12,D41
C6,완료,CH000000428,P1,상,Medium,2018-04-12,D6,2018-04-14,2018-04-14,D24
C6,등록취소,CH000000429,P1,상,Medium,2018-04-12,D6,,,D41
C6,완료,CH000000430,P1,상,Medium,2018-04-12,D102,2018-04-13,2018-04-13,D24
C6,등록취소,CH000000431,P1,상,Medium,2018-04-12,D6,,,D41
C6,등록취소,CH000000432,P1,상,Medium,2018-04-12,D6,,,D41
C7,등록취소,CH000000433,P1,상,Medium,2018-04-12,D102,,,D91
C6,등록취소,CH000000434,P1,상,Medium,2018-04-10,D6,,,D41
C6,완료,CH000000435,P1,상,Medium,2018-04-10,D6,2018-04-15,2018-04-15,D41
C2,완료,CH000000436,P1,상,Medium,2018-04-09,D59,2018-04-09,2018-04-09,D59
C2,완료,CH000000437,P1,상,Medium,2018-04-09,D59,2018-04-09,2018-04-09,D59
C2,완료,CH000000438,P1,상,Medium,2018-04-09,D91,2018-04-09,2018-04-09,D91
C2,완료,CH000000439,P1,상,Medium,2018-04-09,D77,2018-04-09,2018-04-09,D77
C2,완료,CH000000440,P1,상,Medium,2018-04-09,D77,2018-04-09,2018-04-09,D77
C4,완료,CH000000441,P1,상,Medium,2018-04-09,D102,2018-04-15,2018-04-15,D21
C6,완료,CH000000442,P1,상,Medium,2018-04-09,D102,2018-04-13,2018-04-13,D91
C6,등록취소,CH000000443,P1,상,Medium,2018-04-09,D102,,,D23
C7,완료,CH000000444,P1,상,Medium,2018-04-09,D102,2018-04-27,2018-04-16,D19
C6,완료,CH000000445,P1,상,Medium,2018-04-09,D6,2018-04-16,2018-04-13,D19
C3,완료,CH000000446,P1,상,Low,2018-04-08,D18,2018-04-08,2018-04-08,D91
C3,완료,CH000000447,P1,상,Low,2018-04-08,D18,2018-04-15,2018-04-15,D89
C3,완료,CH000000448,P1,상,Low,2018-04-08,D18,2018-04-08,2018-04-08,D91
C2,완료,CH000000449,P1,상,Medium,2018-04-08,D77,2018-04-08,2018-04-08,D77
C2,완료,CH000000450,P1,상,Medium,2018-04-08,D24,2018-04-08,2018-04-08,D24
C7,완료,CH000000451,P1,상,Medium,2018-04-08,D102,2018-04-16,2018-04-13,D16
C6,등록취소,CH000000452,P1,상,Medium,2018-04-08,D102,2018-04-15,2018-04-16,D91
C4,등록취소,CH000000453,P1,상,Medium,2018-04-08,D102,,,D19
C7,등록취소,CH000000454,P1,상,Medium,2018-04-08,D102,,,D91
C7,완료,CH000000455,P1,상,Medium,2018-04-08,D102,2018-04-14,2018-04-08,D91
C6,완료,CH000000456,P1,상,Medium,2018-04-08,D102,2018-04-23,2018-04-14,D23
C7,등록취소,CH000000457,P1,상,Medium,2018-04-08,D102,2018-04-14,,D91
C4,등록취소,CH000000458,P1,상,Medium,2018-04-08,D102,,,D19
C4,완료,CH000000459,P1,상,Medium,2018-04-08,D102,2018-04-08,2018-04-08,D91
C4,등록취소,CH000000460,P1,상,Medium,2018-04-08,D102,,,D91
C4,완료,CH000000461,P1,상,Medium,2018-04-07,D102,2018-04-08,2018-04-08,D91
C7,등록취소,CH000000462,P1,상,Medium,2018-04-07,D102,2018-04-08,2018-04-08,D91
C4,완료,CH000000463,P1,상,Medium,2018-04-07,D102,2018-04-08,2018-04-08,D24
C4,완료,CH000000464,P1,상,Medium,2018-04-07,D102,2018-04-13,2018-04-13,D91
C2,완료,CH000000465,P1,상,Medium,2018-04-06,D91,2018-04-06,2018-04-06,D91
C2,완료,CH000000466,P1,상,Medium,2018-04-06,D91,2018-04-06,2018-04-06,D91
C2,완료,CH000000467,P1,상,Medium,2018-04-05,D24,2018-04-05,2018-04-05,D24
C7,완료,CH000000468,P1,상,Medium,2018-04-05,D102,2018-04-06,2018-04-06,D91
C4,등록취소,CH000000469,P1,상,Medium,2018-04-05,D102,2018-04-08,2018-04-08,D41
C7,등록취소,CH000000470,P1,상,Medium,2018-04-05,D102,2018-04-14,,D91
C4,등록취소,CH000000471,P1,상,Medium,2018-04-05,D102,,,D19
C4,완료,CH000000472,P1,상,Medium,2018-04-03,D102,2018-04-09,2018-04-08,D16
C2,완료,CH000000473,P1,상,Medium,2018-04-02,D77,2018-04-02,2018-04-02,D77
C7,등록취소,CH000000474,P1,상,Medium,2018-04-02,D102,2018-04-06,2018-04-06,D24
C7,등록취소,CH000000475,P1,상,Medium,2018-04-02,D102,2018-04-07,2018-04-07,D23
C2,완료,CH000000476,P1,상,Medium,2018-04-01,D77,2018-04-01,2018-04-01,D77
C2,완료,CH000000477,P1,상,Medium,2018-04-01,D41,2018-04-01,2018-04-01,D41
C4,완료,CH000000478,P1,상,Medium,2018-04-01,D102,2018-04-06,2018-04-06,D91
C2,완료,CH000000479,P1,상,Medium,2018-03-31,D59,2018-03-31,2018-03-31,D59
C2,완료,CH000000480,P1,상,Medium,2018-03-31,D59,2018-03-31,2018-03-31,D59
C2,완료,CH000000481,P1,상,Medium,2018-03-31,D19,2018-03-31,2018-03-31,D19
C4,등록취소,CH000000482,P1,상,Medium,2018-03-31,D102,2018-04-02,2018-04-01,D16
C7,완료,CH000000483,P1,상,Medium,2018-03-31,D6,2018-04-01,2018-04-01,D41
C2,완료,CH000000484,P1,상,Medium,2018-03-30,D41,2018-03-30,2018-03-30,D41
C2,완료,CH000000485,P1,상,Medium,2018-03-30,D41,2018-03-30,2018-03-30,D41
C7,등록취소,CH000000486,P1,상,Medium,2018-03-30,D102,2018-04-07,2018-04-07,D19
C7,완료,CH000000487,P1,상,Medium,2018-03-30,D102,2018-04-01,2018-04-01,D41
C2,완료,CH000000488,P1,상,Medium,2018-03-29,D41,2018-03-29,2018-03-29,D41
C2,완료,CH000000489,P1,상,Medium,2018-03-29,D41,2018-03-29,2018-03-29,D41
C7,등록취소,CH000000490,P1,상,Medium,2018-03-29,D102,,,D19
C2,완료,CH000000491,P1,상,Medium,2018-03-26,D41,2018-03-26,2018-03-26,D41
C4,등록취소,CH000000492,P1,상,Medium,2018-03-26,D102,2018-04-09,2018-04-05,D19
C4,완료,CH000000493,P1,상,Medium,2018-03-26,D102,2018-03-26,2018-03-26,D24
C4,등록취소,CH000000494,P1,상,Medium,2018-03-26,D102,,,D24
C7,완료,CH000000495,P1,상,Medium,2018-03-26,D102,2018-04-01,2018-04-05,D19
C2,완료,CH000000496,P1,상,Medium,2018-03-25,D77,2018-03-25,2018-03-25,D77
C7,완료,CH000000497,P1,상,Medium,2018-03-25,D102,2018-03-25,2018-03-25,D91
C4,등록취소,CH000000498,P1,상,Medium,2018-03-25,D102,2018-03-30,2018-03-31,D91
C2,완료,CH000000499,P1,상,Medium,2018-03-24,D59,2018-03-24,2018-03-24,D59
C2,완료,CH000000500,P1,상,Medium,2018-03-24,D77,2018-03-24,2018-03-24,D77
C7,완료,CH000000501,P1,상,Medium,2018-03-24,D102,2018-03-30,2018-03-30,D41
C4,완료,CH000000502,P1,상,Medium,2018-03-24,D102,2018-04-05,2018-03-24,D91
C8,완료,CH000000503,P1,하,Low,2018-03-24,D21,2018-03-26,2018-03-26,D41
C2,완료,CH000000504,P1,상,Medium,2018-03-23,D97,2018-03-23,2018-03-23,D97
C2,완료,CH000000505,P1,상,Medium,2018-03-23,D41,2018-03-23,2018-03-23,D41
C7,완료,CH000000506,P1,상,Medium,2018-03-23,D102,2018-03-26,2018-03-26,D41
C7,등록취소,CH000000507,P1,상,Medium,2018-03-23,D102,2018-03-23,2018-03-23,D91
C7,완료,CH000000508,P1,상,Medium,2018-03-23,D6,2018-03-24,2018-03-24,D24
C2,완료,CH000000509,P1,상,Medium,2018-03-22,D41,2018-03-22,2018-03-22,D41
C4,등록취소,CH000000510,P1,상,Medium,2018-03-22,D102,,,D19
C7,완료,CH000000511,P1,상,Medium,2018-03-22,D102,2018-04-02,2018-03-26,D19
C7,완료,CH000000512,P1,상,Medium,2018-03-22,D102,2018-03-22,2018-03-22,D91
C2,완료,CH000000513,P1,상,Medium,2018-03-19,D41,2018-03-19,2018-03-19,D41
C7,완료,CH000000514,P1,상,Medium,2018-03-19,D102,2018-04-01,2018-03-25,D91
C7,완료,CH000000515,P1,상,Medium,2018-03-19,D102,2018-03-22,2018-03-22,D24
C7,등록취소,CH000000516,P1,상,Medium,2018-03-19,D102,,,D24
C4,완료,CH000000517,P1,상,Medium,2018-03-19,D102,2018-03-19,2018-03-19,D91
C2,완료,CH000000518,P1,상,Medium,2018-03-18,D41,2018-03-18,2018-03-18,D41
C2,완료,CH000000519,P1,상,Medium,2018-03-17,D24,2018-03-17,2018-03-17,D24
C7,완료,CH000000520,P1,상,Medium,2018-03-17,D102,2018-03-17,2018-03-18,D41
C2,완료,CH000000521,P1,상,Medium,2018-03-16,D91,2018-03-16,2018-03-16,D91
C2,완료,CH000000522,P1,상,Medium,2018-03-16,D24,2018-03-16,2018-03-16,D24
C2,완료,CH000000523,P1,상,Medium,2018-03-16,D77,2018-03-16,2018-03-16,D77
C2,완료,CH000000524,P1,상,Medium,2018-03-16,D19,2018-03-16,2018-03-16,D19
C2,완료,CH000000525,P1,상,Medium,2018-03-15,D19,2018-03-15,2018-03-15,D19
C2,완료,CH000000526,P1,상,Medium,2018-03-15,D24,2018-03-15,2018-03-15,D24
C7,등록취소,CH000000527,P1,상,Medium,2018-03-15,D102,,,D19
C4,완료,CH000000528,P1,상,Medium,2018-03-15,D102,2018-03-18,2018-03-18,D16
C2,완료,CH000000529,P1,상,Medium,2018-03-13,D77,2018-03-13,2018-03-13,D77
C2,완료,CH000000530,P1,상,Medium,2018-03-12,D19,2018-03-12,2018-03-12,D19
C2,완료,CH000000531,P1,상,Medium,2018-03-12,D77,2018-03-12,2018-03-12,D77
C2,완료,CH000000532,P1,상,Medium,2018-03-12,D19,2018-03-12,2018-03-12,D19
C2,완료,CH000000533,P1,상,Medium,2018-03-12,D24,2018-03-12,2018-03-12,D24
C4,완료,CH000000534,P1,상,Medium,2018-03-12,D102,2018-03-17,2018-03-16,D91
C4,등록취소,CH000000535,P1,상,Medium,2018-03-12,D102,,,D19
C4,완료,CH000000536,P1,상,Medium,2018-03-12,D102,2018-03-17,2018-03-18,D41
C7,완료,CH000000537,P1,상,Medium,2018-03-12,D102,2018-03-12,2018-03-12,D19
C4,등록취소,CH000000538,P1,상,Medium,2018-03-12,D102,,,D91
C4,완료,CH000000539,P1,상,Medium,2018-03-12,D102,2018-03-19,2018-03-12,D19
C4,등록취소,CH000000540,P1,상,Medium,2018-03-12,D102,2018-03-16,2018-03-12,D91
C4,등록취소,CH000000541,P1,상,Medium,2018-03-12,D102,,,D91
C2,완료,CH000000542,P1,상,Medium,2018-03-11,D19,2018-03-11,2018-03-11,D19
C7,완료,CH000000543,P1,상,Medium,2018-03-11,D102,2018-03-15,2018-03-12,D91
C7,등록취소,CH000000544,P1,상,Medium,2018-03-11,D102,,,D91
C7,등록취소,CH000000545,P1,상,Medium,2018-03-11,D102,,,D19
C7,완료,CH000000546,P1,상,Medium,2018-03-11,D102,2018-03-17,2018-03-18,D41
C7,등록취소,CH000000547,P1,상,Medium,2018-03-11,D102,2018-03-12,2018-03-12,D41
C7,완료,CH000000548,P1,상,Medium,2018-03-11,D102,2018-03-16,2018-03-16,D41
C7,완료,CH000000549,P1,상,Medium,2018-03-11,D102,2018-03-12,2018-03-11,D41
C7,등록취소,CH000000550,P1,상,Medium,2018-03-11,D102,2018-03-16,2018-03-16,D41
C4,등록취소,CH000000551,P1,상,Medium,2018-03-11,D102,2018-03-11,2018-03-11,D19
C7,등록취소,CH000000552,P1,상,Medium,2018-03-11,D102,,,D19
C2,완료,CH000000553,P1,상,Medium,2018-03-09,D77,2018-03-09,2018-03-09,D77
C2,완료,CH000000554,P1,상,Medium,2018-03-09,D41,2018-03-09,2018-03-09,D41
C2,완료,CH000000555,P1,상,Medium,2018-03-08,D77,2018-03-08,2018-03-08,D77
C7,완료,CH000000556,P1,상,Medium,2018-03-08,D102,2018-03-08,2018-03-08,D21
C3,완료,CH000000557,P1,상,Low,2018-03-05,D19,2018-03-08,2018-03-08,D21
C3,완료,CH000000558,P1,상,Low,2018-03-05,D19,2018-03-08,2018-03-08,D21
C3,완료,CH000000559,P1,상,Low,2018-03-05,D24,2018-03-15,2018-03-10,D16
C2,완료,CH000000560,P1,상,Medium,2018-03-05,D59,2018-03-05,2018-03-05,D59
C2,완료,CH000000561,P1,상,Medium,2018-03-05,D59,2018-03-05,2018-03-05,D59
C2,완료,CH000000562,P1,상,Medium,2018-03-05,D59,2018-03-05,2018-03-05,D59
C2,완료,CH000000563,P1,상,Medium,2018-03-05,D59,2018-03-05,2018-03-05,D59
C2,완료,CH000000564,P1,상,Medium,2018-03-05,D59,2018-03-05,2018-03-05,D59
C4,등록취소,CH000000565,P1,상,Medium,2018-03-05,D102,2018-03-09,2018-03-10,D91
C7,완료,CH000000566,P1,상,Medium,2018-03-05,D102,2018-03-09,2018-03-09,D91
C4,완료,CH000000567,P1,상,Medium,2018-03-05,D102,2018-03-12,2018-03-08,D19
C4,완료,CH000000568,P1,상,Medium,2018-03-05,D102,2018-03-12,2018-03-08,D19
C2,완료,CH000000569,P1,상,Medium,2018-03-04,D77,2018-03-04,2018-03-04,D77
C2,완료,CH000000570,P1,상,Medium,2018-03-04,D19,2018-03-04,2018-03-04,D19
C2,완료,CH000000571,P1,상,Medium,2018-03-04,D19,2018-03-04,2018-03-04,D19
C2,완료,CH000000572,P1,상,Medium,2018-03-04,D91,2018-03-04,2018-03-04,D91
C2,완료,CH000000573,P1,상,Medium,2018-03-04,D41,2018-03-04,2018-03-04,D41
C4,완료,CH000000574,P1,상,Medium,2018-03-04,D102,2018-03-11,2018-03-05,D19
C3,완료,CH000000575,P1,상,Low,2018-03-03,D24,2018-03-04,2018-03-04,D91
C3,완료,CH000000576,P1,상,Low,2018-03-03,D24,2018-03-04,2018-03-04,D91
C2,완료,CH000000577,P1,상,Medium,2018-03-03,D41,2018-03-03,2018-03-03,D41
C2,완료,CH000000578,P1,상,Medium,2018-03-03,D41,2018-03-03,2018-03-03,D41
C2,완료,CH000000579,P1,상,Medium,2018-03-03,D77,2018-03-03,2018-03-03,D77
C2,완료,CH000000580,P1,상,Medium,2018-03-03,D41,2018-03-03,2018-03-03,D41
C4,완료,CH000000581,P1,상,Medium,2018-03-03,D102,2018-03-04,2018-03-04,D19
C7,완료,CH000000582,P1,상,Medium,2018-03-03,D102,2018-03-04,2018-03-04,D41
C7,등록취소,CH000000583,P1,상,Medium,2018-03-03,D102,,,D19
C7,완료,CH000000584,P1,상,Medium,2018-03-03,D102,2018-03-03,2018-03-05,D23
C7,완료,CH000000585,P1,상,Medium,2018-03-03,D102,2018-03-04,2018-03-04,D41
C4,등록취소,CH000000586,P1,상,Medium,2018-03-03,D102,,,D19
C4,등록취소,CH000000587,P1,상,Medium,2018-03-03,D102,2018-03-04,2018-03-04,D41
C4,완료,CH000000588,P1,상,Medium,2018-03-03,D102,2018-03-04,2018-03-04,D19
C4,완료,CH000000589,P1,상,Medium,2018-03-03,D102,2018-03-12,2018-03-08,D19
C2,완료,CH000000590,P1,상,Medium,2018-03-02,D59,2018-03-02,2018-03-02,D59
C2,완료,CH000000591,P1,상,Medium,2018-03-02,D59,2018-03-02,2018-03-02,D59
C2,완료,CH000000592,P1,상,Medium,2018-03-02,D59,2018-03-02,2018-03-02,D59
C2,완료,CH000000593,P1,상,Medium,2018-03-02,D59,2018-03-02,2018-03-02,D59
C2,완료,CH000000594,P1,상,Medium,2018-03-02,D59,2018-03-02,2018-03-02,D59
C2,완료,CH000000595,P1,상,Medium,2018-03-02,D77,2018-03-02,2018-03-02,D77
C2,완료,CH000000596,P1,상,Medium,2018-03-02,D91,2018-03-02,2018-03-02,D91
C2,완료,CH000000597,P1,상,Medium,2018-03-02,D19,2018-03-02,2018-03-02,D19
C7,완료,CH000000598,P1,상,Medium,2018-03-02,D102,2018-03-05,2018-03-05,D91
C7,완료,CH000000599,P1,상,Medium,2018-03-02,D102,2018-03-05,2018-03-05,D41
C4,완료,CH000000600,P1,상,Medium,2018-03-02,D102,2018-03-04,2018-03-04,D41
C7,등록취소,CH000000601,P1,상,Medium,2018-03-02,D102,,,D41
C7,완료,CH000000602,P1,상,Medium,2018-03-02,D102,2018-03-03,2018-03-03,D24
C7,완료,CH000000603,P1,상,Medium,2018-03-02,D102,2018-03-12,2018-03-08,D19
C7,완료,CH000000604,P1,상,Medium,2018-03-01,D102,2018-03-05,2018-03-05,D19
C3,완료,CH000000605,P1,상,Low,2018-02-26,D19,2018-03-01,2018-03-01,D21
